pg_id	work	corpus_line	verdict	score
3021	A Boy's Will	31787	no-shingle-match	
3021	A Boy's Will	31788	no-shingle-match	
3021	A Boy's Will	31789	no-shingle-match	
3021	A Boy's Will	31790	no-shingle-match	
3021	A Boy's Will	31791	below-threshold	49
3021	A Boy's Will	31792	no-shingle-match	
38388	A Bride from the Bush	38425	no-shingle-match	
38388	A Bride from the Bush	38426	no-shingle-match	
38388	A Bride from the Bush	38427	no-shingle-match	
38388	A Bride from the Bush	38428	no-shingle-match	
38388	A Bride from the Bush	38429	no-shingle-match	
38388	A Bride from the Bush	38430	no-shingle-match	
38388	A Bride from the Bush	38431	no-shingle-match	
38388	A Bride from the Bush	38432	no-shingle-match	
38388	A Bride from the Bush	38433	no-shingle-match	
38388	A Bride from the Bush	38434	no-shingle-match	
38388	A Bride from the Bush	38435	no-shingle-match	
38388	A Bride from the Bush	38436	no-shingle-match	
38388	A Bride from the Bush	38437	no-shingle-match	
38388	A Bride from the Bush	38438	no-shingle-match	
38388	A Bride from the Bush	38439	no-shingle-match	
38388	A Bride from the Bush	38440	no-shingle-match	
38388	A Bride from the Bush	38441	no-shingle-match	
38388	A Bride from the Bush	38442	no-shingle-match	
38388	A Bride from the Bush	38443	no-shingle-match	
38388	A Bride from the Bush	38444	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38691	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38692	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38693	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38694	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38695	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38696	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38697	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38698	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38699	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38700	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38701	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38702	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38703	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38704	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38705	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38706	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38707	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38708	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38709	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38710	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38711	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38712	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38713	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38714	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38715	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38716	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38717	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38550	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38551	below-threshold	63
65585	A Brief History of Printing. Part II: The Economic History of Printing	38552	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38553	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38554	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38555	no-shingle-match	
55216	A Brief History of Upshur County	14569	no-shingle-match	
55216	A Brief History of Upshur County	14570	no-shingle-match	
55216	A Brief History of Upshur County	14571	no-shingle-match	
55216	A Brief History of Upshur County	14572	no-shingle-match	
55216	A Brief History of Upshur County	14573	below-threshold	68
55216	A Brief History of Upshur County	14574	no-shingle-match	
55216	A Brief History of Upshur County	14575	no-shingle-match	
55216	A Brief History of Upshur County	14576	no-shingle-match	
55216	A Brief History of Upshur County	14577	no-shingle-match	
55216	A Brief History of Upshur County	14578	no-shingle-match	
55216	A Brief History of Upshur County	14579	below-threshold	47
55216	A Brief History of Upshur County	14580	below-threshold	54
55216	A Brief History of Upshur County	14581	no-shingle-match	
55216	A Brief History of Upshur County	14582	no-shingle-match	
55216	A Brief History of Upshur County	14583	below-threshold	51
55216	A Brief History of Upshur County	14584	no-shingle-match	
55216	A Brief History of Upshur County	14585	no-shingle-match	
55216	A Brief History of Upshur County	14586	no-shingle-match	
55216	A Brief History of Upshur County	14587	no-shingle-match	
55216	A Brief History of Upshur County	14588	no-shingle-match	
55216	A Brief History of Upshur County	14589	below-threshold	56
55216	A Brief History of Upshur County	14590	no-shingle-match	
55216	A Brief History of Upshur County	14591	below-threshold	50
55216	A Brief History of Upshur County	14592	below-threshold	55
55216	A Brief History of Upshur County	14593	below-threshold	47
49931	A Bullet for Cinderella	20054	below-threshold	63
49931	A Bullet for Cinderella	20055	no-shingle-match	
49931	A Bullet for Cinderella	20056	below-threshold	56
49931	A Bullet for Cinderella	20057	below-threshold	50
49931	A Bullet for Cinderella	20058	below-threshold	51
49931	A Bullet for Cinderella	20059	below-threshold	45
49931	A Bullet for Cinderella	20060	below-threshold	48
49931	A Bullet for Cinderella	20061	below-threshold	53
49931	A Bullet for Cinderella	20062	below-threshold	48
49931	A Bullet for Cinderella	20063	no-shingle-match	
49931	A Bullet for Cinderella	20064	no-shingle-match	
49931	A Bullet for Cinderella	20065	no-shingle-match	
49931	A Bullet for Cinderella	20066	below-threshold	46
49931	A Bullet for Cinderella	20067	below-threshold	49
49931	A Bullet for Cinderella	20068	no-shingle-match	
49931	A Bullet for Cinderella	20069	below-threshold	48
49931	A Bullet for Cinderella	20070	below-threshold	52
49931	A Bullet for Cinderella	20071	no-shingle-match	
49931	A Bullet for Cinderella	20072	below-threshold	54
49931	A Bullet for Cinderella	20073	no-shingle-match	
49931	A Bullet for Cinderella	20074	below-threshold	50
49931	A Bullet for Cinderella	20075	below-threshold	52
49931	A Bullet for Cinderella	20076	below-threshold	44
49931	A Bullet for Cinderella	20077	below-threshold	52
49931	A Bullet for Cinderella	20078	below-threshold	46
2425	A Bundle of Letters	15375	no-shingle-match	
2425	A Bundle of Letters	15376	no-shingle-match	
2425	A Bundle of Letters	15377	no-shingle-match	
2425	A Bundle of Letters	15378	no-shingle-match	
2425	A Bundle of Letters	15379	no-shingle-match	
2425	A Bundle of Letters	15380	no-shingle-match	
2425	A Bundle of Letters	15381	below-threshold	51
2425	A Bundle of Letters	15382	no-shingle-match	
2425	A Bundle of Letters	15383	no-shingle-match	
2425	A Bundle of Letters	15384	below-threshold	45
2425	A Bundle of Letters	15385	no-shingle-match	
2425	A Bundle of Letters	15386	no-shingle-match	
2425	A Bundle of Letters	15387	no-shingle-match	
2425	A Bundle of Letters	15388	no-shingle-match	
2425	A Bundle of Letters	15389	no-shingle-match	
2425	A Bundle of Letters	15390	no-shingle-match	
2425	A Bundle of Letters	15391	no-shingle-match	
2425	A Bundle of Letters	15392	no-shingle-match	
2425	A Bundle of Letters	15393	below-threshold	48
2425	A Bundle of Letters	15394	no-shingle-match	
2425	A Bundle of Letters	15395	no-shingle-match	
2425	A Bundle of Letters	15396	no-shingle-match	
2425	A Bundle of Letters	15397	no-shingle-match	
2425	A Bundle of Letters	15398	no-shingle-match	
2425	A Bundle of Letters	15399	no-shingle-match	
2425	A Bundle of Letters	15400	no-shingle-match	
2425	A Bundle of Letters	15401	no-shingle-match	
9825	A Calendar of Sonnets	15061	no-shingle-match	
9825	A Calendar of Sonnets	15062	below-threshold	50
9825	A Calendar of Sonnets	15063	no-shingle-match	
9825	A Calendar of Sonnets	15064	no-shingle-match	
9825	A Calendar of Sonnets	15065	no-shingle-match	
9825	A Calendar of Sonnets	15066	no-shingle-match	
9825	A Calendar of Sonnets	15067	no-shingle-match	
9825	A Calendar of Sonnets	15068	no-shingle-match	
9825	A Calendar of Sonnets	15069	no-shingle-match	
9825	A Calendar of Sonnets	15070	no-shingle-match	
9825	A Calendar of Sonnets	15071	no-shingle-match	
9825	A Calendar of Sonnets	15072	no-shingle-match	
9825	A Calendar of Sonnets	15073	no-shingle-match	
9825	A Calendar of Sonnets	15074	no-shingle-match	
9825	A Calendar of Sonnets	15075	no-shingle-match	
9825	A Calendar of Sonnets	15076	located	100
9825	A Calendar of Sonnets	15077	no-shingle-match	
9825	A Calendar of Sonnets	15078	no-shingle-match	
9825	A Calendar of Sonnets	15079	no-shingle-match	
9825	A Calendar of Sonnets	15080	no-shingle-match	
9825	A Calendar of Sonnets	15081	no-shingle-match	
9825	A Calendar of Sonnets	15082	no-shingle-match	
9825	A Calendar of Sonnets	15083	no-shingle-match	
10998	A Catechism of the Steam Engine	19915	below-threshold	60
10998	A Catechism of the Steam Engine	19916	below-threshold	50
10998	A Catechism of the Steam Engine	19917	below-threshold	46
10998	A Catechism of the Steam Engine	19918	below-threshold	50
10998	A Catechism of the Steam Engine	19919	no-shingle-match	
10998	A Catechism of the Steam Engine	19920	no-shingle-match	
10998	A Catechism of the Steam Engine	19921	below-threshold	50
10998	A Catechism of the Steam Engine	19922	no-shingle-match	
10998	A Catechism of the Steam Engine	19923	below-threshold	50
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16889	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16890	below-threshold	52
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16891	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16892	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16893	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16894	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16895	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16896	below-threshold	55
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16897	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16898	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16899	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16900	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16901	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16902	below-threshold	53
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16903	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16904	below-threshold	51
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16905	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16906	below-threshold	49
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16907	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16908	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16909	below-threshold	56
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16910	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16911	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16912	no-shingle-match	
40531	A Century in the Comptroller's Office, State of New York, 1797 to 1897	16913	no-shingle-match	
3058	A Changed Man, and Other Tales	36117	no-shingle-match	
3058	A Changed Man, and Other Tales	36118	no-shingle-match	
3058	A Changed Man, and Other Tales	36119	no-shingle-match	
3058	A Changed Man, and Other Tales	36120	no-shingle-match	
3058	A Changed Man, and Other Tales	36121	no-shingle-match	
45811	A Chesterton Calendar	14040	no-shingle-match	
45811	A Chesterton Calendar	14041	below-threshold	58
45811	A Chesterton Calendar	14042	below-threshold	49
45811	A Chesterton Calendar	14043	located	100
45811	A Chesterton Calendar	14044	below-threshold	56
45811	A Chesterton Calendar	14045	below-threshold	51
45811	A Chesterton Calendar	14046	no-shingle-match	
45811	A Chesterton Calendar	14047	below-threshold	65
45811	A Chesterton Calendar	14048	below-threshold	55
45811	A Chesterton Calendar	14049	below-threshold	47
45811	A Chesterton Calendar	14050	no-shingle-match	
45811	A Chesterton Calendar	14051	below-threshold	57
45811	A Chesterton Calendar	14052	below-threshold	56
45811	A Chesterton Calendar	14053	below-threshold	74
45811	A Chesterton Calendar	14054	no-shingle-match	
45811	A Chesterton Calendar	14055	below-threshold	50
45811	A Chesterton Calendar	14056	below-threshold	50
45811	A Chesterton Calendar	14057	below-threshold	55
45811	A Chesterton Calendar	14058	below-threshold	52
45811	A Chesterton Calendar	14059	below-threshold	90
45811	A Chesterton Calendar	14060	below-threshold	61
45811	A Chesterton Calendar	14061	below-threshold	90
45811	A Chesterton Calendar	14062	below-threshold	49
45811	A Chesterton Calendar	14063	below-threshold	51
45811	A Chesterton Calendar	14064	below-threshold	49
42232	A Child's Dream of a Star	6370	no-shingle-match	
42232	A Child's Dream of a Star	6371	no-shingle-match	
42232	A Child's Dream of a Star	6372	no-shingle-match	
42232	A Child's Dream of a Star	6373	no-shingle-match	
42232	A Child's Dream of a Star	6374	no-shingle-match	
42232	A Child's Dream of a Star	6375	no-shingle-match	
42232	A Child's Dream of a Star	6376	no-shingle-match	
42232	A Child's Dream of a Star	6377	no-shingle-match	
42232	A Child's Dream of a Star	6378	no-shingle-match	
42232	A Child's Dream of a Star	6379	no-shingle-match	
42232	A Child's Dream of a Star	6380	no-shingle-match	
42232	A Child's Dream of a Star	6381	no-shingle-match	
42232	A Child's Dream of a Star	6382	no-shingle-match	
42232	A Child's Dream of a Star	6383	no-shingle-match	
42232	A Child's Dream of a Star	6384	no-shingle-match	
42232	A Child's Dream of a Star	6385	no-shingle-match	
42232	A Child's Dream of a Star	6386	no-shingle-match	
42232	A Child's Dream of a Star	6387	no-shingle-match	
42232	A Child's Dream of a Star	6388	no-shingle-match	
42232	A Child's Dream of a Star	6389	no-shingle-match	
42232	A Child's Dream of a Star	6390	no-shingle-match	
42232	A Child's Dream of a Star	6391	no-shingle-match	
42232	A Child's Dream of a Star	6392	no-shingle-match	
42232	A Child's Dream of a Star	6393	no-shingle-match	
42232	A Child's Dream of a Star	6394	no-shingle-match	
42232	A Child's Dream of a Star	6395	no-shingle-match	
42232	A Child's Dream of a Star	6396	no-shingle-match	
42232	A Child's Dream of a Star	6397	no-shingle-match	
42232	A Child's Dream of a Star	6398	no-shingle-match	
42232	A Child's Dream of a Star	6399	no-shingle-match	
42232	A Child's Dream of a Star	6400	no-shingle-match	
42232	A Child's Dream of a Star	6401	no-shingle-match	
42232	A Child's Dream of a Star	6402	no-shingle-match	
42232	A Child's Dream of a Star	6403	no-shingle-match	
42232	A Child's Dream of a Star	6404	no-shingle-match	
